Cluster,RA_ICRS,DE_ICRS,GLON,GLAT,r50,nbstars07,pmRA*,pmDE,plx,Flag,AgeNN,AVNN,DMNN,DistPc,X,Y,Z,Rgc,SimbadName,_RA.icrs,_DE.icrs,E(B-V)
1108,Ruprecht_10,106.626,-20.125,232.571,-5.854,0.047,25,-0.849,0.564,0.435,NN,8.46,0.55,11.71,2198.0,-1329.0,-1737.0,-224.0,9824.0,ClRuprecht10,106.626,-20.125,0.22340554
1109,Ruprecht_100,181.52,-62.624,297.745,-0.21,0.047,48,-8.255,0.898,0.253,NN,8.31,1.56,12.64,3373.0,1570.0,-2985.0,-12.0,7398.0,ClRuprecht100,181.5201,-62.624,
1110,Ruprecht_101,182.398,-62.995,298.203,-0.508,0.083,257,-9.521,0.479,0.272,NN,9.02,1.32,12.24,2809.0,1327.0,-2475.0,-24.0,7436.0,ClRuprecht101,182.3981,-62.995,
1111,Ruprecht_102,183.393,-62.719,298.609,-0.166,0.032,47,-4.109,0.293,0.305,NN,8.64,1.55,12.48,3126.0,1496.0,-2744.0,-9.0,7372.0,ClRuprecht102,183.393,-62.719,
1112,Ruprecht_105,188.694,-61.592,300.951,1.215,0.106,42,-5.986,-0.001,0.46,NN,8.59,1.5,11.56,2050.0,1054.0,-1758.0,43.0,7494.0,ClRuprecht105,188.6941,-61.592,
1113,Ruprecht_107,199.937,-64.944,305.925,-2.237,0.033,40,-5.845,-1.622,0.237,NN,8.31,1.01,12.7,3464.0,2030.0,-2802.0,-135.0,6903.0,ClRuprecht107,199.9371,-64.944,
1114,Ruprecht_108,203.002,-58.509,308.223,3.945,0.106,32,-9.025,-2.323,0.977,NN,7.92,0.27,9.98,992.0,612.0,-778.0,68.0,7766.0,ClRuprecht108,203.0021,-58.509,
1115,Ruprecht_111,219.01,-59.975,315.672,0.284,0.089,130,-7.214,-6.113,0.666,NN,8.96,1.25,10.81,1451.0,1038.0,-1014.0,7.0,7371.0,ClRuprecht111,219.0101,-59.975,
1116,Ruprecht_112,224.256,-62.56,316.844,-3.13,0.113,374,-4.421,-4.23,0.322,NN,8.73,2.07,12.18,2733.0,1991.0,-1866.0,-149.0,6617.0,ClRuprecht112,224.256,-62.56,
1117,Ruprecht_115,243.215,-52.393,330.963,-0.844,0.052,97,-4.333,-4.546,0.366,NN,8.37,2.25,11.86,2355.0,2058.0,-1142.0,-34.0,6384.0,ClRuprecht115,243.215,-52.393,
1118,Ruprecht_117,245.888,-51.879,332.496,-1.621,0.056,69,-0.474,-2.234,0.276,NN,8.12,1.47,12.59,3294.0,2921.0,-1520.0,-93.0,5628.0,ClRuprecht117,245.888,-51.879,
1119,Ruprecht_119,247.039,-51.5,333.265,-1.869,0.094,82,-1.3,-3.413,0.433,NN,7.68,1.49,11.74,2228.0,1989.0,-1002.0,-72.0,6429.0,ClRuprecht119,247.039,-51.5,
1120,Ruprecht_121,250.436,-46.159,338.712,0.094,0.101,330,-1.073,-2.569,0.462,NN,8.25,2.54,11.48,1974.0,1840.0,-716.0,3.0,6539.0,ClRuprecht121,250.436,-46.159,
1121,Ruprecht_126,263.783,-34.306,354.265,-0.958,0.051,70,-0.457,-3.295,0.244,NN,8.0,3.23,12.58,3274.0,3257.0,-327.0,-54.0,5093.0,ClRuprecht126,263.783,-34.306,
1122,Ruprecht_127,264.462,-36.309,352.872,-2.502,0.061,55,-0.297,-2.266,0.385,NN,7.13,3.04,11.81,2298.0,2278.0,-284.0,-100.0,6067.0,ClRuprecht127,264.462,-36.309,
1123,Ruprecht_128,266.063,-34.879,354.777,-2.853,0.057,165,1.889,-1.262,0.498,NN,8.98,1.92,11.24,1772.0,1763.0,-161.0,-88.0,6578.0,ClRuprecht128,266.063,-34.879,
1124,Ruprecht_130,266.9,-30.098,359.231,-0.971,0.037,42,0.477,-1.795,0.389,NN,8.6,2.76,11.85,2345.0,2345.0,-31.0,-39.0,5994.0,ClRuprecht130,266.9,-30.098,0.65999997
1125,Ruprecht_134,268.184,-29.537,0.284,-1.64,0.055,80,-1.653,-2.432,0.391,NN,9.22,1.15,11.76,2252.0,2251.0,11.0,-64.0,6088.0,ClRuprecht134,268.184,-29.537,0.48732823
1126,Ruprecht_135,269.511,-11.646,16.405,6.269,0.072,48,1.42,-1.415,0.901,NN,8.81,1.87,10.12,1054.0,1005.0,296.0,115.0,7340.0,ClRuprecht135,269.511,-11.646,0.58413625
1127,Ruprecht_138,269.984,-24.665,5.302,-0.576,0.057,83,0.248,-1.147,0.369,NN,6.98,2.21,12.18,2732.0,2721.0,252.0,-27.0,5624.0,ClRuprecht138,269.984,-24.665,0.6296996
1128,Ruprecht_143,278.174,-12.148,20.002,-1.426,0.045,78,0.722,-1.086,0.323,NN,8.6,2.38,12.21,2764.0,2597.0,945.0,-68.0,5820.0,ClRuprecht143,278.174,-12.148,0.8297684
1129,Ruprecht_144,278.437,-11.425,20.762,-1.321,0.15,32,0.142,-0.876,0.555,NN,7.48,1.9,11.01,1591.0,1487.0,564.0,-36.0,6875.0,ClRuprecht144,278.437,-11.425,0.705
1130,Ruprecht_145,282.636,-18.27,16.464,-8.027,0.33,219,8.329,-4.08,1.651,NN,8.91,0.55,9.0,629.0,597.0,176.0,-87.0,7744.0,ClRuprecht145,282.636,-18.27,0.24
1131,Ruprecht_147,289.087,-16.333,20.93,-12.76,0.652,169,-0.939,-26.576,3.25,NN,9.48,0.06,7.55,323.0,294.0,112.0,-71.0,8046.0,ClRuprecht147,289.087,-16.3329,0.0868405
1132,Ruprecht_148,71.638,44.711,160.359,-0.403,0.043,40,-0.153,-1.076,0.26,NN,7.64,1.84,12.66,3401.0,-3203.0,1143.0,-23.0,11599.0,ClRuprecht148,71.638,44.711,0.7513213
1133,Ruprecht_151,115.315,-16.279,233.079,3.236,0.113,41,-4.272,3.242,0.867,NN,8.65,0.43,10.26,1126.0,-675.0,-899.0,63.0,9060.0,ClRuprecht151,115.315,-16.279,0.044999998
1134,Ruprecht_16,110.798,-19.48,233.811,-2.074,0.071,50,-2.174,2.501,0.304,NN,8.43,0.73,12.43,3066.0,-1809.0,-2473.0,-110.0,10446.0,ClRuprecht16,110.798,-19.48,0.27231443
1135,Ruprecht_161,152.4,-61.259,284.698,-4.255,0.377,76,-10.391,3.742,1.086,NN,8.02,0.33,9.78,903.0,228.0,-871.0,-67.0,8158.0,ClRuprecht161,152.4001,-61.259,
1136,Ruprecht_164,172.616,-60.752,293.198,0.58,0.044,125,-6.83,1.321,0.194,NN,9.23,0.86,12.96,3916.0,1542.0,-3599.0,39.0,7691.0,ClRuprecht164,172.6161,-60.752,
1137,Ruprecht_167,215.15,-58.858,314.252,2.04,0.179,80,-8.205,-4.838,0.613,NN,8.73,1.42,11.09,1652.0,1152.0,-1182.0,58.0,7284.0,ClRuprecht167,215.1501,-58.858,
1138,Ruprecht_170,276.335,-9.995,21.071,1.172,0.071,65,0.452,-0.132,0.463,NN,7.77,1.99,11.67,2159.0,2015.0,776.0,44.0,6372.0,ClRuprecht170,276.335,-9.995,1.0287011
1139,Ruprecht_171,278.012,-16.062,16.452,-3.089,0.113,719,7.677,1.091,0.62,NN,9.44,0.68,10.91,1522.0,1458.0,430.0,-82.0,6895.0,ClRuprecht171,278.012,-16.062,0.25
1140,Ruprecht_172,302.888,35.603,73.112,1.01,0.041,82,-2.034,-3.668,0.259,NN,9.02,1.29,12.76,3562.0,1034.0,3408.0,62.0,8061.0,ClRuprecht172,302.888,35.603,0.5790654
1141,Ruprecht_174,310.856,37.031,78.012,-3.377,0.066,79,-3.154,-4.675,0.398,NN,8.68,1.43,11.87,2368.0,491.0,2313.0,-139.0,8182.0,ClRuprecht174,310.856,37.031,0.6136397
1142,Ruprecht_176,243.676,-51.332,331.899,-0.269,0.039,107,-2.644,-2.984,0.335,NN,8.08,1.66,12.09,2615.0,2306.0,-1231.0,-12.0,6157.0,ClRuprecht176,243.676,-51.332,
1143,Ruprecht_18,111.16,-26.213,239.923,-4.942,0.085,198,-0.487,1.127,0.364,NN,8.11,1.43,12.12,2655.0,-1326.0,-2289.0,-228.0,9933.0,ClRuprecht18,111.16,-26.213,0.515
1144,Ruprecht_19,111.48,-21.844,236.198,-2.627,0.134,38,-2.605,3.841,0.679,NN,7.86,0.31,10.75,1409.0,-783.0,-1170.0,-64.0,9198.0,ClRuprecht19,111.48,-21.844,0.085
1145,Ruprecht_23,112.665,-23.383,238.074,-2.399,0.086,96,-2.078,1.56,0.341,NN,8.61,1.49,12.18,2724.0,-1439.0,-2309.0,-114.0,10048.0,ClRuprecht23,112.665,-23.383,0.46491122
1146,Ruprecht_24,112.964,-12.785,228.913,2.944,0.051,7,-0.781,0.462,0.483,notEnoughStars,,,,,,,,,ClRuprecht24,112.964,-12.785,0.31
1147,Ruprecht_25,114.192,-23.387,238.756,-1.174,0.015,24,-1.101,1.993,0.123,NN,8.5,1.44,14.71,8740.0,-4532.0,-7471.0,-179.0,14883.0,ClRuprecht25,114.192,-23.387,0.57830226
1148,Ruprecht_26,114.271,-15.587,231.982,2.699,0.187,73,-3.2,0.071,0.923,NN,7.5,0.27,10.16,1078.0,-663.0,-848.0,50.0,9043.0,ClRuprecht26,114.271,-15.587,0.095
1149,Ruprecht_27,114.423,-26.516,241.591,-2.518,0.084,117,-1.23,0.428,0.469,NN,8.75,0.91,11.57,2063.0,-980.0,-1813.0,-90.0,9495.0,ClRuprecht27,114.423,-26.516,0.28339288
1150,Ruprecht_28,114.9,-30.933,245.657,-4.309,0.048,110,-2.567,3.854,0.198,NN,9.07,0.83,13.14,4240.0,-1743.0,-3853.0,-318.0,10794.0,ClRuprecht28,114.9,-30.933,0.185
1151,Ruprecht_29,115.279,-24.377,240.107,-0.794,0.059,31,-2.138,1.617,0.44,NN,8.38,0.37,11.53,2020.0,-1006.0,-1751.0,-27.0,9509.0,ClRuprecht29,115.279,-24.377,0.010351369
1152,Ruprecht_32,116.3,-25.539,241.575,-0.569,0.043,13,-2.024,3.081,0.181,notEnoughStars,,,,,,,,,ClRuprecht32,116.3,-25.539,1.1999999
1153,Ruprecht_33,116.445,-21.915,238.505,1.362,0.085,50,-1.384,0.058,0.417,NN,8.43,0.82,11.87,2370.0,-1237.0,-2020.0,56.0,9788.0,ClRuprecht33,116.445,-21.915,0.25989932
1154,Ruprecht_34,116.478,-20.386,237.197,2.154,0.068,43,-2.129,1.044,0.357,NN,8.66,0.49,12.01,2525.0,-1367.0,-2121.0,94.0,9936.0,ClRuprecht34,116.478,-20.386,0.24861822
1155,Ruprecht_35,116.548,-31.278,246.656,-3.253,0.038,35,-2.256,3.136,0.243,NN,7.74,1.49,12.99,3970.0,-1570.0,-3639.0,-225.0,10557.0,ClRuprecht35,116.548,-31.278,0.56499994
1156,Ruprecht_36,117.096,-26.287,242.582,-0.327,0.045,60,-2.768,0.903,0.34,NN,7.75,0.63,12.16,2706.0,-1246.0,-2402.0,-15.0,9883.0,ClRuprecht36,117.096,-26.287,0.08112114
1157,Ruprecht_37,117.452,-17.249,234.943,4.527,0.026,75,-1.7,2.417,0.195,NN,9.35,0.3,13.28,4526.0,-2591.0,-3693.0,357.0,11539.0,ClRuprecht37,117.452,-17.249,0.096429095
1158,Ruprecht_4,102.248,-10.524,222.049,-5.315,0.037,50,-0.197,0.096,0.214,NN,8.93,1.24,13.06,4087.0,-3022.0,-2726.0,-378.0,11684.0,ClRuprecht4,102.248,-10.524,0.47456184
1159,Ruprecht_41,118.443,-26.992,243.803,0.349,0.064,39,-2.593,3.554,0.195,NN,8.16,0.98,13.18,4322.0,-1907.0,-3878.0,26.0,10957.0,ClRuprecht41,118.443,-26.992,0.40499997
1160,Ruprecht_42,119.407,-25.92,243.333,1.642,0.03,45,-1.911,2.191,0.121,NN,8.53,0.96,14.08,6560.0,-2943.0,-5860.0,188.0,12714.0,ClRuprecht42,119.407,-25.92,0.39
1161,Ruprecht_43,119.697,-28.805,245.927,0.355,0.032,1,-2.23,3.041,0.105,notEnoughStars,,,,,,,,,ClRuprecht43,119.697,-28.805,0.55999994
1162,Ruprecht_44,119.708,-28.558,245.722,0.492,0.038,57,-2.381,2.935,0.152,NN,7.16,1.64,13.8,5753.0,-2365.0,-5244.0,49.0,11921.0,ClRuprecht44,119.708,-28.558,0.5318732
1163,Ruprecht_45,119.894,-16.292,235.311,7.026,0.071,105,-2.712,2.817,0.192,NN,9.5,0.2,13.03,4043.0,-2283.0,-3299.0,494.0,11124.0,ClRuprecht45,119.894,-16.292,0.049999997
1164,Ruprecht_47,120.57,-31.074,248.255,-0.199,0.042,52,-2.5,2.727,0.234,NN,7.47,0.93,12.85,3720.0,-1378.0,-3455.0,-12.0,10314.0,ClRuprecht47,120.57,-31.074,
1165,Ruprecht_48,120.681,-32.045,249.127,-0.634,0.023,61,-2.517,2.827,0.235,NN,8.05,0.92,12.98,3945.0,-1405.0,-3686.0,-43.0,10419.0,ClRuprecht48,120.681,-32.045,
1166,Ruprecht_50,120.872,-30.873,248.221,0.128,0.038,37,-1.726,2.352,0.414,NN,8.66,0.61,11.67,2157.0,-800.0,-2003.0,4.0,9357.0,ClRuprecht50,120.872,-30.873,0.089999996
1167,Ruprecht_54,122.844,-31.947,250.035,0.964,0.036,66,-2.66,3.124,0.193,NN,8.44,0.99,13.43,4858.0,-1658.0,-4565.0,81.0,10991.0,ClRuprecht54,122.844,-31.947,
1168,Ruprecht_58,123.71,-31.938,250.432,1.582,0.046,129,-2.68,1.388,0.266,NN,8.52,0.8,12.54,3218.0,-1077.0,-3031.0,88.0,9893.0,ClRuprecht58,123.71,-31.938,
1169,Ruprecht_60,126.105,-47.207,264.095,-5.508,0.04,109,-3.788,5.401,0.186,NN,8.99,1.05,13.18,4322.0,-442.0,-4279.0,-414.0,9769.0,ClRuprecht60,126.105,-47.207,
1170,Ruprecht_61,126.327,-34.135,253.487,2.148,0.03,17,-2.556,3.866,0.271,notEnoughStars,,,,,,,,,ClRuprecht61,126.327,-34.135,
1171,Ruprecht_63,128.169,-48.304,265.801,-5.014,0.063,84,-2.541,3.229,0.216,NN,8.76,1.21,13.02,4009.0,-292.0,-3983.0,-350.0,9507.0,ClRuprecht63,128.169,-48.304,
1172,Ruprecht_65,129.838,-44.041,263.077,-1.533,0.09,33,-4.746,4.245,0.412,NN,7.36,1.71,11.91,2405.0,-289.0,-2387.0,-64.0,8953.0,ClRuprecht65,129.838,-44.041,
1173,Ruprecht_66,130.142,-38.071,258.487,2.291,0.041,106,-3.115,3.085,0.222,NN,9.15,1.54,12.82,3659.0,-729.0,-3583.0,146.0,9751.0,ClRuprecht66,130.142,-38.071,
1174,Ruprecht_67,130.464,-43.363,262.818,-0.761,0.058,53,-4.42,3.646,0.624,NN,8.63,1.26,11.03,1607.0,-200.0,-1594.0,-21.0,8688.0,ClRuprecht67,130.464,-43.363,
1175,Ruprecht_68,131.147,-35.9,257.266,4.259,0.074,329,-2.619,5.61,0.301,NN,9.26,1.09,12.41,3040.0,-668.0,-2957.0,225.0,9481.0,ClRuprecht68,131.147,-35.9,
1176,Ruprecht_71,132.316,-46.875,266.379,-1.926,0.059,39,-5.22,4.642,0.486,NN,7.33,0.93,11.33,1844.0,-116.0,-1839.0,-61.0,8654.0,ClRuprecht71,132.316,-46.875,
1177,Ruprecht_75,140.486,-56.314,276.788,-4.477,0.022,39,-6.118,4.995,0.202,NN,9.23,0.39,12.98,3938.0,464.0,-3898.0,-307.0,8788.0,ClRuprecht75,140.486,-56.314,
1178,Ruprecht_76,141.077,-51.651,273.753,-0.916,0.057,37,-6.571,3.601,0.466,NN,8.49,1.12,11.44,1940.0,126.0,-1935.0,-31.0,8438.0,ClRuprecht76,141.077,-51.651,
1179,Ruprecht_77,141.821,-55.119,276.488,-3.097,0.045,17,-6.286,4.84,0.242,NN,7.09,1.92,13.07,4108.0,463.0,-4076.0,-221.0,8868.0,ClRuprecht77,141.821,-55.119,
1180,Ruprecht_78,142.282,-53.696,275.699,-1.883,0.036,74,-3.892,3.252,0.097,notEnoughStars,,,,,,,,,ClRuprecht78,142.282,-53.696,
1181,Ruprecht_79,145.259,-53.846,277.102,-0.809,0.052,147,-4.631,2.995,0.221,NN,7.79,1.98,12.9,3806.0,470.0,-3777.0,-53.0,8728.0,ClRuprecht79,145.259,-53.846,
1182,Ruprecht_8,105.424,-13.539,226.153,-3.901,0.147,46,-1.02,-1.424,0.444,NN,8.6,1.03,11.76,2251.0,-1555.0,-1619.0,-153.0,10027.0,ClRuprecht8,105.424,-13.539,0.29500002
1183,Ruprecht_82,146.421,-54.004,277.724,-0.484,0.063,93,-6.443,4.348,0.43,NN,8.66,0.95,11.71,2201.0,295.0,-2180.0,-18.0,8334.0,ClRuprecht82,146.421,-54.004,
1184,Ruprecht_83,147.307,-54.611,278.509,-0.619,0.03,73,-4.639,2.897,0.217,NN,8.05,2.38,12.84,3706.0,548.0,-3665.0,-40.0,8610.0,ClRuprecht83,147.307,-54.611,
1185,Ruprecht_84,147.281,-65.259,285.325,-8.825,0.06,63,-6.963,3.997,0.491,NN,8.54,0.45,11.19,1732.0,452.0,-1651.0,-265.0,8058.0,ClRuprecht84,147.2811,-65.259,
1186,Ruprecht_85,150.36,-55.109,280.199,0.076,0.034,108,-4.443,3.241,0.169,NN,8.31,2.61,13.41,4803.0,850.0,-4727.0,6.0,8856.0,ClRuprecht85,150.36,-55.109,
1187,Ruprecht_91,161.964,-57.483,286.903,1.492,0.23,193,-11.179,2.421,0.927,NN,8.14,0.19,10.15,1070.0,311.0,-1023.0,27.0,8093.0,ClRuprecht91,161.9641,-57.483,
1188,Ruprecht_93,166.037,-61.372,290.444,-1.129,0.074,79,-6.411,3.104,0.436,NN,8.39,0.7,11.66,2150.0,750.0,-2014.0,-42.0,7851.0,ClRuprecht93,166.0371,-61.372,
1189,Ruprecht_94,172.772,-63.426,294.089,-1.943,0.213,47,-6.378,0.769,0.369,NN,7.39,0.82,11.76,2244.0,915.0,-2047.0,-76.0,7701.0,ClRuprecht94,172.7721,-63.426,
1190,Ruprecht_96,177.67,-62.14,295.899,-0.101,0.049,73,-5.491,0.806,0.27,NN,7.67,1.39,12.58,3280.0,1432.0,-2951.0,-5.0,7511.0,ClRuprecht96,177.6701,-62.14,
1191,Ruprecht_97,179.369,-62.708,296.791,-0.481,0.03,23,-6.486,0.435,0.199,manual,8.25,1.4,12.95,3890.0,1753.0,-3472.0,-32.0,7445.0,ClRuprecht97,179.3691,-62.708,
1192,Ruprecht_98,179.715,-64.581,297.326,-2.283,0.835,110,-4.114,-8.632,2.044,NN,8.69,0.36,8.52,506.0,232.0,-449.0,-20.0,8119.0,ClRuprecht98,179.715,-64.581,
1193,SAI_108,144.729,-52.947,276.271,-0.343,0.049,34,-4.931,3.681,0.258,NN,8.08,1.55,12.79,3606.0,393.0,-3584.0,-21.0,8717.0,SAI108,144.729,-52.947,
1194,SAI_109,145.902,-50.797,275.406,1.754,0.044,65,-4.378,3.825,0.095,NN,9.02,1.78,14.27,7159.0,674.0,-7124.0,219.0,10465.0,SAI109,145.902,-50.797,
1195,SAI_113,155.685,-59.51,285.068,-1.898,0.031,63,-5.76,2.975,0.179,NN,6.95,2.84,13.6,5241.0,1361.0,-5058.0,-173.0,8618.0,SAI113,155.685,-59.51,
1196,SAI_116,177.324,-62.226,295.762,-0.222,0.048,135,-7.729,1.339,0.206,NN,8.1,2.14,13.08,4130.0,1795.0,-3719.0,-16.0,7528.0,SAI116,177.3241,-62.226,
1197,SAI_118,205.811,-63.146,308.743,-0.861,0.088,108,-4.401,-2.335,0.514,NN,7.5,0.93,11.31,1829.0,1144.0,-1426.0,-27.0,7335.0,SAI118,205.811,-63.146,
1198,SAI_132,299.248,31.609,68.116,1.44,0.07,132,-2.378,-4.135,0.277,manual,8.9,2.3,12.47,3118.0,1162.0,2893.0,78.0,7739.0,SAI132,299.248,31.609,0.62632567
1199,SAI_14,21.504,62.624,126.895,0.019,0.036,41,-1.886,-1.058,0.23,NN,9.13,2.68,13.01,3999.0,-2401.0,3198.0,1.0,11207.0,SAI14,21.504,62.624,0.9027319
1200,SAI_149,354.506,60.541,114.022,-1.054,0.043,23,-3.901,-1.633,0.304,NN,8.45,2.92,12.67,3426.0,-1394.0,3128.0,-63.0,10225.0,SAI149,354.506,60.541,1.2469575
1201,SAI_16,31.366,62.265,131.427,0.62,0.06,24,-0.725,-0.305,0.157,NN,9.0,2.68,13.45,4893.0,-3237.0,3668.0,52.0,12144.0,SAI16,31.366,62.265,0.88083005
1202,SAI_17,35.218,59.188,134.173,-1.717,0.026,26,-0.123,-0.682,0.148,NN,9.07,2.49,13.91,6065.0,-4224.0,4348.0,-181.0,13295.0,SAI17,35.218,59.188,0.9912646
1203,SAI_24,44.816,60.566,138.013,1.493,0.111,84,-0.201,0.114,0.446,NN,6.84,1.85,11.76,2248.0,-1670.0,1503.0,58.0,10123.0,SAI24,44.816,60.566,0.84499997
1204,SAI_25,45.109,57.307,139.688,-1.307,0.115,23,0.608,-1.205,0.372,NN,6.2,4.24,12.12,2651.0,-2021.0,1714.0,-60.0,10502.0,SAI25,45.109,57.307,1.4543638
1205,SAI_4,5.895,62.712,119.745,0.013,0.049,43,-3.095,-0.551,0.314,NN,8.02,1.52,12.54,3226.0,-1600.0,2801.0,0.0,10327.0,SAI4,5.895,62.712,0.6151986
1206,SAI_47,81.0,42.315,166.373,3.551,0.021,12,0.092,-0.335,0.188,NN,7.8,1.4,13.35,4683.0,-4542.0,1101.0,290.0,12929.0,SAI47,81.0,42.315,0.61
1207,SAI_72,103.973,0.232,213.233,1.097,0.035,6,-0.325,0.065,0.242,notEnoughStars,,,,,,,,,SAI72,103.973,0.232,0.89
1208,SAI_81,118.036,-28.12,244.585,-0.54,0.056,62,-2.003,2.944,0.21,NN,8.21,1.53,13.34,4646.0,-1994.0,-4196.0,-43.0,11153.0,SAI81,118.036,-28.12,0.58841586
1209,SAI_86,122.055,-36.606,253.588,-2.121,0.038,78,-3.111,2.931,0.219,NN,8.75,1.72,12.8,3630.0,-1025.0,-3480.0,-134.0,9990.0,SAI86,122.055,-36.606,
1210,SAI_91,129.243,-50.045,267.626,-5.483,0.049,62,-4.085,4.229,0.251,NN,8.72,1.18,12.68,3434.0,-141.0,-3415.0,-328.0,9143.0,SAI91,129.243,-50.045,
1211,SAI_94,131.171,-46.292,265.432,-2.176,0.045,52,-4.254,4.479,0.204,NN,9.17,1.67,13.31,4592.0,-365.0,-4574.0,-174.0,9834.0,SAI94,131.171,-46.292,
1212,Saurer_2,126.366,-39.64,258.0,-1.005,0.026,40,-2.969,4.567,0.109,NN,9.21,3.72,14.04,6433.0,-1337.0,-6292.0,-112.0,11543.0,ClSaurer2,126.366,-39.64,
1213,Schuster_1,151.159,-55.857,281.008,-0.254,0.024,17,-5.102,3.768,0.139,tooRed,,,,,,,,,NAMESCHUSTERCL,151.159,-55.857,
1214,Sher_1,165.262,-60.233,289.635,-0.242,0.013,35,-5.412,2.408,0.11,NN,7.12,3.35,13.91,6066.0,2038.0,-5713.0,-25.0,8506.0,ClSher1,165.262,-60.233,
1215,Shorlin_1,166.443,-61.231,290.566,-0.922,0.014,2,-5.869,2.189,0.083,notEnoughStars,,,,,,,,,NAMEShorlin1,166.4431,-61.231,
1216,Sigma_Ori,84.716,-2.582,206.816,-17.31,0.175,114,1.577,-0.512,2.48,tooRed,,,,,,,,,NAMEsigmaOrionisOpenCluster,84.716,-2.582,0.44
1217,Skiff_J0058+68.4,14.604,68.458,123.575,5.595,0.172,316,-2.063,0.366,0.319,NN,9.15,1.77,11.97,2476.0,-1363.0,2053.0,241.0,9918.0,NAMESkiffJ0058+68.4,14.604,68.458,0.61250025
1218,Skiff_J0458+43.0,74.547,43.036,162.984,0.152,0.067,16,0.595,-1.109,0.382,NN,8.53,0.91,12.11,2643.0,-2527.0,773.0,7.0,10894.0,NAMESkiffJ0458+43.0,74.547,43.036,0.395936
1219,Skiff_J0507+30.8,76.78,30.846,173.754,-5.861,0.075,75,0.777,-0.692,0.171,NN,9.39,0.98,13.92,6088.0,-6020.0,658.0,-621.0,14375.0,NAMESkiffJ0507+30.8,76.78,30.846,0.46499997
1220,Skiff_J0614+12.9,93.691,12.87,197.312,-2.102,0.026,47,0.915,-1.956,0.249,NN,8.48,1.31,12.72,3500.0,-3339.0,-1040.0,-128.0,11725.0,NAMESkiffJ0614+12.9,93.691,12.87,0.5238136
1221,Skiff_J0619+18.5,94.829,18.546,192.836,1.556,0.157,11,-0.529,-1.284,0.644,NN,7.92,0.41,10.88,1502.0,-1464.0,-333.0,40.0,9810.0,NAMESkiffJ0619+18.5,94.829,18.546,0.255
1222,Skiff_J1942+38.6,295.611,38.645,72.719,7.547,0.043,55,-3.131,-5.898,0.372,NN,9.17,0.28,11.88,2378.0,700.0,2251.0,312.0,7964.0,NAMESkiffJ1942+38.6,295.611,38.645,0.13
1223,Skiff_J2330+60.2,352.553,60.257,113.016,-1.042,0.021,26,-3.484,-1.879,0.278,NN,7.31,3.75,12.34,2942.0,-1150.0,2707.0,-53.0,9868.0,[KPS2012]MWSC3735,352.553,60.257,1.3661855
1224,Stephenson_1,283.568,36.899,66.908,15.365,0.249,83,1.11,-3.01,2.779,NN,7.45,0.22,7.68,343.0,129.0,304.0,90.0,8215.0,ClStephenson1,283.568,36.899,0.08
1225,Stock_1,294.146,25.163,60.287,2.076,0.742,173,6.034,0.302,2.447,NN,8.62,0.39,8.1,416.0,206.0,361.0,15.0,8141.0,ClStock1,294.146,25.163,0.15782931
1226,Stock_10,84.808,37.85,171.714,3.556,0.541,142,-3.114,-0.464,2.759,NN,7.91,0.44,7.86,373.0,-368.0,53.0,23.0,8708.0,ClStock10,84.808,37.85,0.14934176
1227,Stock_12,353.923,52.685,111.459,-8.491,0.403,107,8.527,-1.846,2.261,NN,8.05,0.29,8.29,454.0,-164.0,418.0,-67.0,8514.0,ClStock12,353.9229,52.685,0.06999999
1228,Stock_14,175.925,-62.537,295.211,-0.685,0.081,19,-6.388,0.714,0.385,NN,7.56,0.4,11.9,2396.0,1020.0,-2168.0,-28.0,7633.0,ClStock14,175.9251,-62.537,
1229,Stock_16,199.86,-62.622,306.145,0.075,0.056,23,-6.574,-0.991,0.222,tooRed,,,,,,,,,ClStock16,199.8601,-62.622,
1230,Stock_17,355.949,62.161,115.125,0.319,0.016,5,-3.691,-1.525,0.309,notEnoughStars,,,,,,,,,ClStock17,355.949,62.161,1.4849999
1231,Stock_18,0.399,64.625,117.622,2.268,0.057,22,-2.692,-0.587,0.294,NN,7.12,1.94,12.28,2860.0,-1325.0,2532.0,113.0,9991.0,ClStock18,0.399,64.625,0.7508354
1232,Stock_2,33.856,59.522,133.407,-1.63,1.03,1178,15.966,-13.627,2.641,manual,8.6,0.5,8.01,399.0,-274.0,290.0,-11.0,8619.0,ClStock2,33.8559,59.5221,0.5207783
1233,Stock_20,6.318,62.624,119.929,-0.095,0.046,38,-3.237,-1.124,0.342,NN,7.28,1.09,12.07,2598.0,-1296.0,2251.0,-4.0,9896.0,ClStock20,6.318,62.624,0.32792783
1234,Stock_21,7.59,57.922,120.126,-4.835,0.052,57,-2.161,-1.787,0.51,NN,8.45,1.21,11.55,2040.0,-1020.0,1758.0,-171.0,9524.0,ClStock21,7.59,57.922,0.43385208
1235,Stock_23,49.075,60.377,139.927,2.376,0.754,83,-4.261,-0.865,1.613,NN,8.04,0.61,8.98,625.0,-478.0,402.0,25.0,8827.0,ClStock23,49.075,60.377,0.415
1236,Stock_24,9.945,61.967,121.563,-0.874,0.053,77,-1.395,0.037,0.326,NN,8.08,1.25,12.36,2961.0,-1549.0,2522.0,-45.0,10206.0,ClStock24,9.945,61.967,0.5535891
