Cluster,RA_ICRS,DE_ICRS,GLON,GLAT,r50,nbstars07,pmRA*,pmDE,plx,Flag,AgeNN,AVNN,DMNN,DistPc,X,Y,Z,Rgc,SimbadName,_RA.icrs,_DE.icrs,E(B-V)
688,LP_2059,153.233,-60.885,284.814,-3.717,0.191,88,-6.337,3.073,0.472,NN,8.43,0.3,11.47,1970.0,502.0,-1901.0,-127.0,8064.0,[LP2019]2059,153.2331,-60.885,
689,LP_2068,283.967,-5.094,28.897,-3.303,0.071,110,-0.47,-4.333,0.503,NN,8.35,1.22,11.47,1969.0,1721.0,950.0,-113.0,6686.0,[LP2019]2068,283.967,-5.094,0.45384914
690,LP_2094,175.495,-61.961,294.867,-0.182,0.107,131,-3.712,1.269,0.545,NN,8.17,0.6,11.19,1733.0,728.0,-1572.0,-5.0,7771.0,[LP2019]2094,175.495,-61.961,
691,LP_2100,227.612,-60.495,319.247,-2.105,0.137,65,-3.383,-3.509,0.481,NN,8.4,1.39,11.5,1992.0,1508.0,-1299.0,-73.0,6954.0,[LP2019]2100,227.612,-60.495,
692,LP_2117,282.302,-4.466,28.702,-1.54,0.184,526,1.089,0.094,0.607,NN,8.8,2.08,10.89,1507.0,1321.0,723.0,-40.0,7055.0,[LP2019]2117,282.302,-4.466,0.69556624
693,LP_2123,297.959,22.107,59.381,-2.476,0.078,67,-0.771,-2.324,0.582,NN,8.54,1.72,11.11,1670.0,849.0,1436.0,-72.0,7626.0,[LP2019]2123,297.959,22.107,0.56408656
694,LP_2139,67.683,46.302,157.324,-1.406,0.198,215,0.308,-4.233,0.87,NN,8.43,1.68,10.21,1101.0,-1015.0,424.0,-27.0,9365.0,[LP2019]2139,67.683,46.302,0.59499997
695,LP_2198,107.506,4.667,210.88,6.256,0.166,117,0.678,-1.008,0.8,NN,9.31,0.17,10.4,1204.0,-1027.0,-614.0,131.0,9387.0,[LP2019]2198,107.506,4.667,0.1711253
696,LP_2210,247.197,-54.963,330.822,-4.328,0.124,100,0.04,-1.284,0.684,NN,8.11,0.8,10.73,1400.0,1218.0,-680.0,-105.0,7153.0,[LP2019]2210,247.197,-54.963,
697,LP_2219,130.848,-45.788,264.897,-2.039,0.377,208,-5.079,4.603,0.648,NN,8.1,0.76,10.82,1457.0,-129.0,-1450.0,-51.0,8592.0,[LP2019]2219,130.848,-45.788,
698,LP_2220,127.45,-41.343,259.864,-1.327,0.193,89,-1.762,1.07,0.716,NN,8.66,0.68,10.65,1349.0,-237.0,-1328.0,-31.0,8679.0,[LP2019]2220,127.45,-41.343,
699,LP_2238,167.713,-56.821,289.46,3.397,0.106,90,-7.446,0.66,0.814,NN,8.47,0.25,10.38,1193.0,397.0,-1123.0,70.0,8022.0,[LP2019]2238,167.7131,-56.821,
700,LP_2253,307.515,45.921,83.604,3.974,0.121,105,-1.251,-0.969,0.674,NN,7.71,1.12,10.97,1563.0,173.0,1550.0,108.0,8312.0,[LP2019]2253,307.515,45.921,0.5692933
701,LP_273,245.723,-50.172,333.636,-0.347,0.07,86,-2.322,-4.119,0.372,NN,8.58,2.05,11.9,2399.0,2150.0,-1065.0,-14.0,6280.0,[LP2019]273,245.723,-50.172,
702,LP_282,265.248,-33.257,355.802,-1.426,0.067,63,-0.065,-1.024,0.344,tooRed,,,,,,,,,[LP2019]282,265.248,-33.257,
703,LP_321,296.389,21.153,57.819,-1.698,0.076,212,-0.36,-3.531,0.434,NN,9.07,2.47,11.58,2068.0,1101.0,1750.0,-61.0,7447.0,[LP2019]321,296.389,21.153,0.9567708
704,LP_403,161.024,-58.095,286.743,0.717,0.095,125,-7.047,2.935,0.37,NN,7.42,1.35,12.21,2764.0,796.0,-2647.0,34.0,7994.0,[LP2019]403,161.0241,-58.095,
705,LP_5,156.138,-72.51,292.315,-12.738,0.627,342,-6.89,1.462,0.51,NN,9.43,0.27,11.32,1840.0,681.0,-1660.0,-405.0,7836.0,[LP2019]5,156.1381,-72.51,
706,LP_589,119.812,-19.126,237.713,5.496,0.063,98,-1.387,0.501,0.312,NN,8.49,0.23,12.41,3037.0,-1614.0,-2555.0,290.0,10277.0,[LP2019]589,119.812,-19.126,0.07
707,LP_597,282.104,8.714,40.362,4.628,0.067,131,-0.058,-1.49,0.418,NN,8.73,2.46,11.6,2087.0,1585.0,1347.0,168.0,6887.0,[LP2019]597,282.104,8.714,0.622809
708,LP_658,95.274,-3.431,212.537,-8.312,0.137,106,-1.458,1.613,0.673,NN,8.97,0.59,10.93,1533.0,-1279.0,-816.0,-221.0,9653.0,[LP2019]658,95.274,-3.431,0.2363253
709,LP_861,244.705,-52.88,331.278,-1.821,0.034,67,-2.563,-3.953,0.243,NN,9.27,1.36,13.06,4087.0,3582.0,-1963.0,-129.0,5146.0,[LP2019]861,244.705,-52.88,
710,LP_866,261.768,-39.405,349.115,-2.407,0.07,205,2.907,0.48,0.391,NN,9.28,2.3,11.96,2464.0,2417.0,-464.0,-103.0,5940.0,[LP2019]866,261.768,-39.405,
711,LP_876,316.055,42.074,84.46,-3.218,0.081,48,-2.454,-4.273,0.472,NN,7.68,1.72,11.64,2124.0,204.0,2111.0,-119.0,8404.0,[LP2019]876,316.055,42.074,0.58
712,LP_930,102.845,-1.801,214.529,-0.834,0.078,161,-0.915,2.996,0.391,NN,9.36,0.74,11.87,2371.0,-1953.0,-1343.0,-34.0,10380.0,[LP2019]930,102.845,-1.801,0.16998631
713,LP_947,118.61,-27.518,244.329,0.205,0.065,89,-4.264,3.683,0.333,NN,9.13,1.22,12.3,2889.0,-1251.0,-2604.0,10.0,9939.0,[LP2019]947,118.61,-27.518,0.30574754
714,L_1641S,85.675,-8.133,212.48,-18.954,0.143,99,0.013,-0.39,2.288,tooRed,,,,,,,,,NAMELDN1641SCluster,85.675,-8.133,1.585
715,Loden_1194,212.006,-59.786,312.436,1.665,0.336,62,-7.762,-4.667,1.329,manual,8.4,0.46,9.19,688.0,464.0,-508.0,20.0,7891.0,ClLoden1194,212.0061,-59.786,
716,Loden_372,172.769,-58.507,292.583,2.74,0.088,64,-6.807,0.936,0.551,NN,7.98,0.68,11.2,1734.0,665.0,-1599.0,82.0,7839.0,ClLoden372,172.7691,-58.507,
717,Loden_46,155.884,-54.667,282.56,2.246,0.327,39,-11.367,4.645,0.875,NN,8.92,0.21,10.22,1105.0,240.0,-1078.0,43.0,8171.0,ClLoden46,155.8841,-54.667,
718,Lynga_1,209.994,-62.152,310.842,-0.338,0.035,29,-5.303,-2.274,0.422,NN,8.22,0.94,11.75,2242.0,1466.0,-1696.0,-13.0,7079.0,ClLynga1,209.994,-62.152,
719,Lynga_14,253.764,-45.239,340.913,-1.091,0.035,13,-0.336,-1.977,0.308,tooRed,,,,,,,,,ClLynga14,253.764,-45.239,
720,Lynga_2,216.085,-61.328,313.839,-0.44,0.198,147,-6.716,-4.696,1.034,NN,8.01,0.79,9.93,970.0,672.0,-699.0,-7.0,7699.0,ClLynga2,216.0851,-61.328,
721,Lynga_3,229.194,-58.373,321.035,-0.705,0.018,24,-4.853,-3.727,0.108,tooRed,,,,,,,,,ClLynga3,229.194,-58.373,
722,Lynga_4,233.344,-55.234,324.662,0.653,0.048,54,-3.983,-3.004,0.35,tooRed,,,,,,,,,ClLynga4,233.344,-55.234,
723,Lynga_5,235.462,-56.68,324.766,-1.213,0.078,131,-3.66,-3.561,0.305,manual,8.9,2.5,12.33,2929.0,2392.0,-1689.0,-62.0,6183.0,ClLynga5,235.462,-56.68,
724,Lynga_6,241.218,-51.96,330.352,0.302,0.056,30,-1.866,-2.757,0.383,NN,6.49,3.51,11.92,2422.0,2105.0,-1198.0,12.0,6348.0,ClLynga6,241.218,-51.96,
725,Lynga_9,245.17,-48.523,334.547,1.074,0.061,382,-2.559,-2.415,0.359,manual,8.8,2.5,12.01,2525.0,2280.0,-1085.0,47.0,6156.0,ClLynga9,245.17,-48.523,
726,Mamajek_1,130.637,-78.963,292.436,-21.601,0.362,20,-29.834,26.99,10.13,notEnoughStars,,,,,,,,,ClMamajek1,130.6377,-78.9631,
727,Mamajek_4,276.635,-50.772,344.031,-16.989,1.404,180,4.646,-21.051,2.224,NN,8.57,0.31,8.32,461.0,423.0,-121.0,-134.0,7917.0,ClMamajek4,276.635,-50.7719,
728,Markarian_38,273.819,-18.997,11.985,-0.928,0.044,17,0.845,-2.277,0.567,NN,7.2,0.84,11.28,1802.0,1762.0,374.0,-29.0,6587.0,ClMrk38,273.819,-18.997,0.24115095
729,Markarian_50,348.806,60.448,111.335,-0.239,0.035,38,-3.465,-2.56,0.323,NN,7.06,2.35,12.53,3198.0,-1163.0,2979.0,-13.0,9959.0,ClMrk50,348.806,60.448,1.0009756
730,Mayer_1,5.502,61.751,119.456,-0.922,0.101,33,-3.341,-1.426,0.353,NN,7.46,1.29,12.09,2618.0,-1287.0,2280.0,-42.0,9893.0,NAMEMayer1,5.502,61.751,0.40859392
731,Mayer_3,112.523,-18.553,233.771,-0.198,0.026,23,-1.892,2.336,0.209,tooRed,,,,,,,,,NAMEMayer3,112.523,-18.553,1.875
732,Melotte_101,160.535,-65.11,289.863,-5.572,0.136,472,-6.307,3.483,0.439,NN,8.22,0.91,11.53,2027.0,685.0,-1897.0,-196.0,7886.0,ClMelotte101,160.5351,-65.11,
733,Melotte_105,169.92,-63.486,292.903,-2.416,0.054,458,-6.771,2.133,0.407,NN,8.48,1.42,11.85,2346.0,912.0,-2159.0,-98.0,7735.0,ClMelotte105,169.9201,-63.486,
734,Melotte_111,186.014,25.652,222.546,83.401,3.112,306,-12.03,-8.973,11.595,GDR2HRD,8.81,0.0,4.67,85.0,-7.0,-6.0,85.0,8347.0,ClMelotte111,186.0141,25.652,0.0
735,Melotte_20,51.617,48.975,147.357,-6.404,2.027,747,22.864,-25.378,5.668,NN,7.71,0.3,6.17,171.0,-143.0,91.0,-19.0,8483.0,ClMelotte20,51.6168,48.9751,0.0
736,Melotte_22,56.601,24.114,166.462,-23.614,1.274,952,20.077,-45.503,7.346,NN,7.89,0.18,5.55,128.0,-114.0,27.0,-51.0,8454.0,ClMelotte22,56.6009,24.1142,0.225
737,Melotte_25,67.447,16.948,179.767,-21.164,5.416,515,103.018,-27.228,21.059,GDR2HRD,8.9,0.0,3.39,47.0,-44.0,0.0,-17.0,8384.0,ClMelotte25,67.4465,16.9481,0.0
738,Melotte_66,111.573,-47.685,259.569,-14.265,0.088,804,-1.474,2.745,0.183,NN,9.63,0.25,13.42,4830.0,-847.0,-4604.0,-1190.0,10276.0,ClMelotte66,111.573,-47.685,
739,Melotte_71,114.383,-12.065,228.951,4.506,0.075,533,-2.446,4.21,0.434,NN,8.99,0.38,11.65,2139.0,-1400.0,-1608.0,168.0,9872.0,ClMelotte71,114.383,-12.065,0.125
740,Melotte_72,114.618,-10.698,227.862,5.369,0.053,177,-4.159,3.68,0.369,NN,8.99,0.41,12.14,2684.0,-1793.0,-1981.0,251.0,10325.0,ClMelotte72,114.618,-10.698,0.11
741,Moffat_1,240.397,-54.149,328.535,-1.014,0.033,15,-2.211,-3.037,0.402,NN,7.89,2.02,11.79,2278.0,1943.0,-1189.0,-40.0,6506.0,ClMoffat1,240.397,-54.149,
742,Muzzio_1,134.478,-47.761,268.0,-1.371,0.124,26,-5.261,4.224,0.519,NN,6.89,3.2,11.35,1858.0,-64.0,-1856.0,-44.0,8607.0,NAMEMuzzio1,134.478,-47.761,
743,NGC_1027,40.677,61.616,135.754,1.545,0.22,377,-1.753,2.09,0.882,NN,8.29,1.01,10.26,1125.0,-805.0,785.0,30.0,9179.0,NGC1027,40.677,61.616,0.330922
744,NGC_103,6.312,61.326,119.795,-1.386,0.053,175,-2.823,-0.988,0.288,NN,8.01,1.08,12.5,3167.0,-1573.0,2747.0,-76.0,10287.0,NGC103,6.312,61.326,0.4152592
745,NGC_1039,40.531,42.722,143.682,-15.646,0.403,555,0.722,-5.681,1.949,NN,8.12,0.16,8.64,534.0,-414.0,304.0,-144.0,8759.0,NGC1039,40.531,42.722,0.07
746,NGC_1193,46.486,44.383,146.814,-12.162,0.027,215,-0.125,-0.329,0.159,NN,9.71,0.41,13.49,4988.0,-4081.0,2669.0,-1051.0,12705.0,NGC1193,46.486,44.383,0.195
747,NGC_1220,47.92,53.344,143.039,-3.963,0.022,44,0.187,-0.717,0.297,NN,7.69,2.33,12.43,3064.0,-2443.0,1838.0,-211.0,10938.0,NGC1220,47.92,53.344,0.7395155
748,NGC_1245,48.691,47.235,146.658,-8.927,0.109,479,0.504,-1.579,0.289,NN,9.08,0.5,12.53,3201.0,-2642.0,1738.0,-496.0,11118.0,NGC1245,48.691,47.235,0.26999998
749,NGC_129,7.607,60.213,120.323,-2.552,0.169,365,-2.605,-1.096,0.511,NN,8.11,1.51,11.4,1906.0,-961.0,1644.0,-84.0,9445.0,NGC129,7.607,60.213,0.46807373
750,NGC_1333,52.297,31.31,158.343,-20.505,0.095,50,7.425,-9.865,3.344,NN,7.06,2.12,7.38,299.0,-260.0,103.0,-104.0,8601.0,NGC1333,52.297,31.31,1.6851342
751,NGC_1342,52.894,37.38,154.94,-15.347,0.289,327,0.52,-1.604,1.502,NN,8.91,0.71,9.18,686.0,-599.0,280.0,-181.0,8944.0,NGC1342,52.894,37.38,0.35
752,NGC_1348,53.524,51.409,146.968,-3.709,0.068,75,1.288,-0.726,0.404,NN,7.62,2.55,11.9,2400.0,-2008.0,1306.0,-155.0,10430.0,NGC1348,53.524,51.409,0.93499994
753,NGC_136,7.896,61.506,120.566,-1.274,0.027,70,-1.648,-0.522,0.181,NN,8.41,1.76,13.56,5141.0,-2613.0,4425.0,-114.0,11814.0,NGC136,7.896,61.506,0.6104666
754,NGC_1444,57.361,52.658,148.1,-1.29,0.056,18,-0.746,-1.829,0.832,NN,6.99,1.8,10.34,1167.0,-991.0,617.0,-26.0,9351.0,NGC1444,57.361,52.658,0.82182837
755,NGC_146,8.262,63.316,120.869,0.518,0.075,45,-2.864,-0.451,0.307,NN,7.55,1.6,12.49,3141.0,-1611.0,2695.0,28.0,10310.0,NGC146,8.262,63.316,0.4614815
756,NGC_1496,61.111,52.668,149.833,0.182,0.044,54,1.511,-0.756,0.612,NN,8.59,1.42,11.11,1667.0,-1442.0,838.0,5.0,9817.0,NGC1496,61.111,52.668,0.48009697
757,NGC_1502,61.954,62.332,143.671,7.657,0.081,150,-0.571,-0.848,0.916,NN,7.02,1.92,10.34,1171.0,-935.0,687.0,156.0,9300.0,NGC1502,61.954,62.332,0.80999994
758,NGC_1513,62.47,49.504,152.589,-1.59,0.106,332,1.324,-3.679,0.651,NN,8.46,1.6,10.95,1546.0,-1372.0,711.0,-42.0,9738.0,NGC1513,62.47,49.504,0.69083405
759,NGC_1528,63.878,51.218,152.069,0.274,0.235,306,2.181,-2.246,0.948,NN,8.47,0.82,10.14,1067.0,-943.0,500.0,5.0,9296.0,NGC1528,63.878,51.218,0.26126575
760,NGC_1545,65.202,50.221,153.366,0.145,0.29,117,-1.957,-0.082,1.367,NN,8.04,0.77,9.32,732.0,-654.0,328.0,1.0,9000.0,NGC1545,65.202,50.221,0.34290218
761,NGC_1579,67.514,35.325,165.293,-8.999,0.112,54,2.477,-4.945,1.81,tooRed,,,,,,,,,NGC1579,67.514,35.325,2.305
762,NGC_1582,67.985,43.718,159.357,-3.019,0.264,147,2.216,-1.347,0.994,NN,8.37,0.82,9.99,994.0,-929.0,350.0,-52.0,9276.0,NGC1582,67.985,43.718,0.32999998
763,NGC_1605,68.745,45.269,158.586,-1.567,0.047,94,0.99,-1.977,0.295,NN,8.28,2.21,12.44,3073.0,-2860.0,1121.0,-84.0,11256.0,NGC1605,68.745,45.269,0.7825376
764,NGC_1624,70.162,50.458,155.365,2.611,0.032,10,0.006,-0.456,0.145,notEnoughStars,,,,,,,,,NGC1624,70.162,50.458,0.905
765,NGC_1647,71.481,19.079,180.368,-16.792,0.417,604,-1.057,-1.502,1.675,NN,8.56,0.64,9.02,635.0,-608.0,-3.0,-183.0,8948.0,NGC1647,71.481,19.079,0.37
766,NGC_1662,72.198,10.882,187.795,-21.077,0.602,231,-1.128,-1.962,2.4,NN,8.89,0.44,8.16,428.0,-396.0,-54.0,-154.0,8736.0,NGC1662,72.198,10.882,0.32
767,NGC_1664,72.763,43.676,161.67,-0.452,0.113,299,1.703,-5.738,0.734,NN,8.71,0.69,10.64,1341.0,-1273.0,421.0,-10.0,9622.0,NGC1664,72.763,43.676,0.205
768,NGC_1708,75.871,52.851,155.752,6.866,0.248,134,0.276,-1.36,1.029,NN,8.43,1.02,9.93,967.0,-875.0,394.0,115.0,9224.0,NGC1708,75.871,52.851,0.39
769,NGC_1724,75.838,49.495,158.429,4.823,0.055,25,1.02,0.048,0.244,NN,8.48,1.16,12.9,3795.0,-3517.0,1390.0,319.0,11938.0,NGC1724,75.838,49.495,0.435
770,NGC_1750,75.926,23.695,179.119,-10.713,0.419,417,-0.96,-2.366,1.361,NN,8.41,0.79,9.31,727.0,-715.0,10.0,-135.0,9055.0,NGC1750,75.926,23.695,0.33961377
771,NGC_1758,76.175,23.813,179.158,-10.46,0.106,137,3.156,-3.465,1.103,NN,8.44,0.93,9.74,885.0,-870.0,12.0,-160.0,9210.0,NGC1758,76.175,23.813,0.34
772,NGC_1778,77.033,37.02,168.914,-2.007,0.112,151,0.506,-3.145,0.581,NN,8.25,0.87,11.11,1663.0,-1631.0,319.0,-58.0,9976.0,NGC1778,77.033,37.02,0.29753536
773,NGC_1798,77.914,47.691,160.705,4.85,0.039,175,0.913,-0.318,0.178,NN,9.22,1.12,13.55,5124.0,-4818.0,1687.0,433.0,13266.0,NGC1798,77.914,47.691,0.42499998
774,NGC_1817,78.139,16.696,186.193,-13.032,0.187,413,0.485,-0.89,0.551,NN,9.05,0.59,11.28,1799.0,-1742.0,-189.0,-405.0,10084.0,NGC1817,78.139,16.696,0.21600622
775,NGC_1857,80.031,39.336,168.414,1.259,0.062,92,0.553,-1.31,0.32,NN,8.4,1.38,12.31,2900.0,-2840.0,582.0,63.0,11196.0,NGC1857,80.031,39.336,0.40743878
776,NGC_188,11.798,85.244,122.837,22.373,0.272,857,-2.307,-0.96,0.507,NN,9.85,0.21,11.15,1698.0,-851.0,1319.0,646.0,9285.0,NGC188,11.7981,85.244,0.08499999
777,NGC_1883,81.48,46.493,163.082,6.163,0.032,89,0.496,-1.128,0.201,NN,8.79,1.18,13.37,4710.0,-4480.0,1362.0,505.0,12892.0,NGC1883,81.48,46.493,0.53499997
778,NGC_189,9.885,61.09,121.494,-1.749,0.079,47,0.338,-3.306,0.772,NN,8.6,1.54,10.45,1228.0,-641.0,1046.0,-37.0,9042.0,NGC189,9.885,61.09,0.38
779,NGC_1893,80.724,33.444,173.577,-1.634,0.085,123,-0.231,-1.41,0.267,NN,6.64,1.28,12.54,3222.0,-3200.0,360.0,-91.0,11546.0,NGC1893,80.724,33.444,0.39
780,NGC_1901,79.561,-68.294,278.854,-33.631,0.652,69,1.537,12.67,2.358,NN,8.95,0.21,8.15,427.0,54.0,-351.0,-236.0,8292.0,NGC1901,79.561,-68.2941,
781,NGC_1907,82.033,35.33,172.621,0.317,0.075,275,-0.04,-3.418,0.611,NN,8.77,1.28,11.05,1618.0,-1605.0,207.0,8.0,9947.0,NGC1907,82.033,35.33,0.4821828
782,NGC_1912,82.167,35.824,172.27,0.681,0.163,349,1.58,-4.424,0.874,NN,8.47,0.73,10.22,1104.0,-1094.0,148.0,13.0,9435.0,NGC1912,82.167,35.824,0.24
783,NGC_1960,84.084,34.135,174.542,1.075,0.086,280,-0.155,-3.388,0.835,NN,7.45,0.63,10.33,1162.0,-1157.0,110.0,21.0,9498.0,NGC1960,84.084,34.135,0.28
784,NGC_1977,83.815,-4.819,208.45,-19.137,0.128,115,1.271,-0.753,2.521,NN,7.99,1.64,8.05,407.0,-338.0,-183.0,-133.0,8680.0,NGC1977,83.815,-4.819,1.0569189
785,NGC_1980,83.81,-5.924,209.52,-19.629,0.151,121,1.215,0.54,2.586,NN,7.12,0.7,7.88,377.0,-309.0,-175.0,-126.0,8650.0,NGC1980,83.81,-5.924,1.3905365
786,NGC_2099,88.074,32.545,177.642,3.086,0.161,1648,1.924,-5.648,0.666,manual,8.65,0.75,10.78,1432.0,-1429.0,58.0,77.0,9769.0,NGC2099,88.074,32.545,0.215
787,NGC_2112,88.452,0.403,205.886,-12.605,0.173,687,-2.713,4.27,0.877,NN,9.32,1.71,10.3,1148.0,-1007.0,-489.0,-250.0,9360.0,NGC2112,88.452,0.403,0.595
788,NGC_2126,90.658,49.883,163.23,13.15,0.1,112,0.848,-2.615,0.747,NN,8.99,0.68,10.58,1304.0,-1215.0,366.0,296.0,9563.0,NGC2126,90.658,49.883,0.205
789,NGC_2129,90.275,23.328,186.594,0.144,0.05,73,0.266,-2.216,0.491,NN,7.22,1.88,11.57,2056.0,-2042.0,-236.0,5.0,10385.0,NGC2129,90.275,23.328,0.7590693
790,NGC_2141,90.734,10.451,198.043,-5.804,0.073,729,-0.028,-0.767,0.196,NN,9.27,0.97,13.57,5183.0,-4903.0,-1597.0,-524.0,13339.0,NGC2141,90.734,10.451,0.35
791,NGC_2158,91.862,24.099,186.635,1.788,0.044,1317,-0.177,-2.002,0.192,NN,9.19,1.44,13.17,4298.0,-4267.0,-496.0,134.0,12617.0,NGC2158,91.862,24.099,0.4116131
792,NGC_2168,92.272,24.336,186.609,2.23,0.319,1247,2.308,-2.905,1.131,NN,8.17,0.46,9.79,906.0,-899.0,-104.0,35.0,9240.0,NGC2168,92.272,24.336,0.24
793,NGC_2169,92.125,13.951,195.631,-2.92,0.076,58,-1.068,-1.655,0.982,NN,7.09,0.85,10.15,1072.0,-1031.0,-288.0,-54.0,9375.0,NGC2169,92.125,13.951,0.24103895
794,NGC_2183,92.717,-6.213,213.898,-11.839,0.139,52,-3.605,0.447,1.211,NN,7.24,1.6,9.56,815.0,-662.0,-444.0,-167.0,9013.0,NAMENGC2183Cluster,92.717,-6.213,1.24
795,NGC_2184,91.69,-2.0,209.592,-10.848,0.3,93,-0.648,-0.288,1.709,NN,8.81,0.48,8.85,589.0,-503.0,-285.0,-110.0,8847.0,NGC2184,91.69,-2.0,0.185
796,NGC_2186,93.031,5.453,203.55,-6.195,0.048,97,0.415,-1.993,0.413,NN,8.4,0.65,11.76,2251.0,-2052.0,-894.0,-243.0,10430.0,NGC2186,93.031,5.453,0.195
797,NGC_2192,93.819,39.846,173.422,10.649,0.045,141,0.193,-1.962,0.223,NN,8.99,0.43,12.78,3589.0,-3504.0,404.0,663.0,11851.0,NGC2192,93.819,39.846,0.105
798,NGC_2194,93.44,12.813,197.246,-2.344,0.077,744,0.535,-1.468,0.263,NN,8.53,1.36,12.72,3498.0,-3337.0,-1036.0,-143.0,11723.0,NGC2194,93.44,12.813,0.45005584
799,NGC_2204,93.882,-18.67,226.016,-16.114,0.098,531,-0.56,1.964,0.209,NN,9.32,0.01,13.01,3991.0,-2663.0,-2759.0,-1107.0,11344.0,NGC2204,93.882,-18.67,0.0
800,NGC_2215,95.199,-7.277,215.985,-10.104,0.173,115,0.436,-3.673,1.021,NN,8.84,0.47,9.95,978.0,-779.0,-566.0,-171.0,9137.0,NGC2215,95.199,-7.277,0.22306776
801,NGC_2225,96.652,-9.643,218.785,-9.86,0.026,54,-0.28,0.501,0.29,NN,9.14,0.96,12.65,3392.0,-2605.0,-2093.0,-580.0,11143.0,NGC2225,96.652,-9.643,0.355
802,NGC_2232,96.888,-4.749,214.458,-7.471,0.516,188,-4.745,-1.84,3.067,NN,7.25,0.01,7.49,315.0,-257.0,-176.0,-40.0,8599.0,NGC2232,96.888,-4.749,0.19999999
803,NGC_2236,97.416,6.834,204.367,-1.694,0.07,385,-0.752,0.01,0.35,NN,9.06,1.05,11.93,2429.0,-2212.0,-1001.0,-71.0,10599.0,NGC2236,97.416,6.834,0.3520855
804,NGC_2243,97.395,-31.282,239.478,-18.011,0.046,506,-1.279,5.488,0.211,NN,9.64,0.02,12.85,3719.0,-1796.0,-3047.0,-1150.0,10584.0,NGC2243,97.395,-31.282,0.0
805,NGC_2244,98.045,4.914,206.361,-2.026,0.232,460,-1.598,0.179,0.617,manual,7.1,1.46,10.85,1478.0,-1324.0,-656.0,-52.0,9686.0,NGC2244,98.045,4.914,0.54999995
806,NGC_225,10.805,61.774,121.96,-1.082,0.216,28,-5.373,-0.093,1.432,NN,8.46,0.54,9.16,679.0,-359.0,576.0,-12.0,8718.0,NGC225,10.805,61.774,0.40412185
807,NGC_2251,98.68,8.337,203.613,0.111,0.123,109,0.697,-3.806,0.658,NN,8.44,0.85,10.91,1519.0,-1391.0,-608.0,2.0,9750.0,NGC2251,98.68,8.337,0.17262311
808,NGC_2254,98.949,7.671,204.327,0.041,0.039,129,-0.127,-0.944,0.364,NN,8.54,1.35,12.09,2617.0,-2384.0,-1078.0,1.0,10778.0,NGC2254,98.949,7.671,0.4178037
809,NGC_2259,99.633,10.885,201.78,2.115,0.028,102,-0.273,-1.032,0.326,NN,8.44,1.52,12.39,3005.0,-2789.0,-1114.0,110.0,11184.0,NGC2259,99.633,10.885,0.5006889
810,NGC_2262,99.905,1.147,210.563,-2.105,0.044,215,0.264,0.114,0.223,NN,8.81,1.67,12.75,3552.0,-3056.0,-1805.0,-130.0,11539.0,NGC2262,99.905,1.147,0.60509455
811,NGC_2264,100.217,9.877,202.941,2.166,0.072,161,-1.69,-3.727,1.354,NN,7.44,0.79,9.25,707.0,-650.0,-275.0,26.0,8995.0,NGC2264,100.217,9.877,1.0350139
812,NGC_2266,100.832,26.976,187.785,10.299,0.046,227,-0.473,-1.272,0.273,NN,8.91,0.26,12.56,3251.0,-3169.0,-433.0,581.0,11517.0,NGC2266,100.832,26.976,0.10624412
813,NGC_2269,100.818,4.628,207.883,0.297,0.026,37,-1.143,-0.559,0.438,NN,8.31,0.92,11.7,2187.0,-1933.0,-1022.0,11.0,10324.0,NGC2269,100.818,4.628,0.3259395
814,NGC_2281,102.091,41.06,174.925,16.889,0.417,410,-2.946,-8.321,1.896,NN,8.79,0.09,8.68,544.0,-518.0,46.0,158.0,8858.0,NGC2281,102.091,41.06,0.11
815,NGC_2286,101.916,-3.167,215.322,-2.282,0.074,140,0.188,-1.468,0.407,NN,8.74,0.94,11.8,2286.0,-1864.0,-1320.0,-91.0,10289.0,NGC2286,101.916,-3.167,0.27952194
816,NGC_2287,101.499,-20.716,230.98,-10.432,0.332,625,-4.339,-1.381,1.36,NN,8.23,0.02,9.19,688.0,-426.0,-526.0,-124.0,8782.0,NGC2287,101.499,-20.716,0.087517686
817,NGC_2301,102.943,0.465,212.557,0.287,0.162,402,-1.367,-2.179,1.135,NN,8.33,0.08,9.67,857.0,-722.0,-461.0,4.0,9074.0,NGC2301,102.943,0.465,0.08819233
818,NGC_2302,102.977,-7.086,219.298,-3.121,0.065,51,-1.453,-0.228,0.8,NN,8.03,0.57,10.5,1258.0,-972.0,-796.0,-68.0,9346.0,NGC2302,102.977,-7.086,0.22999999
819,NGC_2304,103.802,17.984,197.213,8.9,0.038,106,-0.024,-1.514,0.219,NN,8.96,0.11,12.92,3843.0,-3627.0,-1123.0,594.0,12019.0,NGC2304,103.802,17.984,0.0
820,NGC_2309,104.02,-7.18,219.852,-2.242,0.052,196,-0.495,-0.634,0.393,NN,8.07,1.07,11.93,2431.0,-1865.0,-1556.0,-95.0,10323.0,NGC2309,104.02,-7.18,0.37215698
821,NGC_2311,104.455,-4.616,217.767,-0.688,0.059,82,-1.343,0.93,0.462,NN,7.65,1.0,11.51,2003.0,-1584.0,-1227.0,-24.0,9999.0,NGC2311,104.455,-4.616,0.22903427
